,portfolio_nav_gross
2024-01-08,211383714.1057943
2024-01-09,211053642.7934902
2024-01-10,211303879.87529853
2024-01-11,211349833.54404497
2024-01-12,211327021.41777256
2024-01-16,211145853.19030738
2024-01-17,210871627.10409364
2024-01-18,211487051.12130433
2024-01-19,212158738.9099516
2024-01-22,212874365.11212713
2024-01-23,212651276.95330253
2024-01-24,212655607.497213
2024-01-25,213255821.34614915
2024-01-26,213271477.10895655
2024-01-29,213985265.3311177
2024-01-30,213720095.04279745
2024-01-31,212562694.5663301
2024-02-01,213491388.5272483
2024-02-02,214092523.09267724
2024-02-05,213632636.42169884
2024-02-06,213812114.6683522
2024-02-07,215098347.26145718
2024-02-08,215583089.77114934
2024-02-09,216491481.2256699
2024-02-12,216769234.23305225
2024-02-13,215345630.58417562
2024-02-14,216739128.8442827
2024-02-15,217549868.93866125
2024-02-16,217051291.68741572
2024-02-20,216362476.06921178
2024-02-21,216401310.97363162
2024-02-22,217409259.51314482
2024-02-23,217448366.73807856
2024-02-26,217598031.34108448
2024-02-27,217959290.38730752
2024-02-28,217795371.74378228
2024-02-29,218510986.81758085
2024-03-01,219406938.49460542
2024-03-04,219448912.73454103
2024-03-05,218868378.10801575
2024-03-06,219270681.69395456
2024-03-07,220034569.20999107
2024-03-08,219335564.50353372
2024-03-11,219217890.82253975
2024-03-12,219726910.8608324
2024-03-13,219839132.3518451
2024-03-14,219197298.32727987
2024-03-15,219062882.7969963
2024-03-18,219000968.19775522
2024-03-19,219600647.0196636
2024-03-20,220703771.84130338
2024-03-21,221445877.8647174
2024-03-22,220965635.7208422
2024-03-25,220847985.5109088
2024-03-26,220806328.1341676
2024-03-27,221547397.9016406
2024-03-28,221635013.56365398
2024-04-01,221124222.57440275
2024-04-02,220200143.71430776
2024-04-03,220761639.47218233
2024-04-04,219854856.02812254
2024-04-05,220492495.41526923
2024-04-08,220598245.34299996
2024-04-09,220628156.93094647
2024-04-10,219151942.8163631
2024-04-11,219463103.14691767
2024-04-12,218349232.8689653
2024-04-15,217481150.08996728
2024-04-16,217218187.28369078
2024-04-17,216678635.01472482
2024-04-18,216472397.9551485
2024-04-19,215592936.91254812
2024-04-22,217666019.9574224
2024-04-23,221735037.4550996
2024-04-24,222525857.63811707
2024-04-25,219691115.03315768
2024-04-26,221298223.67640668
2024-04-29,223052380.8267296
2024-04-30,216718559.7184514
2024-05-01,217842758.84970325
2024-05-02,209964491.52245858
2024-05-03,212144207.9573161
2024-05-06,215572938.65240586
2024-05-07,215312691.22554266
2024-05-08,214798386.75410825
2024-05-09,217698052.56909248
2024-05-10,218226052.1316605
2024-05-13,218833051.6413063
2024-05-14,221582230.75664374
2024-05-15,222208235.84990096
2024-05-16,220769498.58574378
2024-05-17,219765100.12857658
2024-05-20,220537821.24322864
2024-05-21,219505173.34884855
2024-05-22,217689880.06007674
2024-05-23,214687978.35467166
2024-05-24,217079636.38636482
2024-05-28,216441909.5649385
2024-05-29,213913471.23694086
2024-05-30,215016009.92671615
2024-05-31,216684897.17652664
2024-06-03,215162176.87153998
2024-06-04,212963179.51526207
2024-06-05,216710848.82927895
2024-06-06,215094939.41549122
2024-06-07,214323833.6327976
2024-06-10,214462357.9605531
2024-06-11,213125443.66356072
2024-06-12,217866722.86540836
2024-06-13,215945250.0494933
2024-06-14,213523350.06879637
2024-06-17,215356986.61361727
2024-06-18,215616358.92095202
2024-06-20,216555752.5669778
2024-06-21,216836109.78320396
2024-06-24,216956845.91195726
2024-06-25,216647843.6935652
2024-06-26,216127722.77852184
2024-06-27,216464898.6265413
2024-06-28,217116460.29258943
2024-07-01,215182765.16510487
2024-07-02,217057015.98605755
2024-07-03,218200999.7778595
2024-07-05,217633851.81864318
2024-07-08,218003440.00478023
2024-07-09,217831781.89395824
2024-07-10,218829966.95831326
2024-07-11,221610011.6341726
2024-07-12,223898610.17876816
2024-07-15,226094958.87333673
2024-07-16,230695452.22192556
2024-07-17,227549061.31911325
2024-07-18,224850252.08683503
2024-07-19,222330424.09412882
2024-07-22,225391944.36877957
2024-07-23,225694561.17166218
2024-07-24,220276802.256497
2024-07-25,222076812.0087606
2024-07-26,224722950.32456213
2024-07-29,223411389.41273654
2024-07-30,222155785.0026657
2024-07-31,225245510.88983798
2024-08-01,218493853.9089786
2024-08-02,214370103.0424974
2024-08-05,209555305.24791905
2024-08-06,210433648.05114296
2024-08-07,207478607.07656094
2024-08-08,222710098.0245315
2024-08-09,221015876.5772094
2024-08-12,219236417.51441643
2024-08-13,223624335.4129176
2024-08-14,223140402.68369937
2024-08-15,226928437.15866995
2024-08-16,225522498.6149918
2024-08-19,226632572.84388927
2024-08-20,225496936.2844791
2024-08-21,228386162.4060952
2024-08-22,226866210.11623287
2024-08-23,232658960.07066122
2024-08-26,232351837.14998978
2024-08-27,230911851.66298902
2024-08-28,228480203.54956084
2024-08-29,228797775.50698122
2024-08-30,229876889.53069365
2024-09-03,222697014.31557462
2024-09-04,223201781.3704862
2024-09-05,221363793.11957732
2024-09-06,216733817.1467223
2024-09-09,219175147.24617532
2024-09-10,217775179.07275203
2024-09-11,219927190.32325998
2024-09-12,222519426.4359754
2024-09-13,228747024.38570535
2024-09-16,230642120.1583319
2024-09-17,232579907.93488702
2024-09-18,231872775.93641576
2024-09-19,237782650.02579364
2024-09-20,234547671.6972932
2024-09-23,234831917.12340012
2024-09-24,236061426.72532785
2024-09-25,233020507.10844743
2024-09-26,235746724.40111595
2024-09-27,237174805.3270886
2024-09-30,236761781.3868157
2024-10-01,234140312.95719948
2024-10-02,234341874.74658558
2024-10-03,232015476.37908682
2024-10-04,235585040.27939492
2024-10-07,233390195.12823048
2024-10-08,235334191.61330903
2024-10-09,236526537.15368178
2024-10-10,234678656.76433817
2024-10-11,236737592.30648485
2024-10-14,236712446.12325215
2024-10-15,235057342.1433138
2024-10-16,238096760.40426216
2024-10-17,237203003.63442904
2024-10-18,237677746.81645554
2024-10-21,234094458.16608354
2024-10-22,232889027.17604378
2024-10-23,230987632.38028818
2024-10-24,233379620.31249818
2024-10-25,232850926.99635464
2024-10-28,236078342.74027792
2024-10-29,236524348.2361967
2024-10-30,235536951.69881323
2024-10-31,232223016.4436115
2024-11-01,234360539.36556166
2024-11-04,234682206.4847966
2024-11-05,238744156.19704682
2024-11-06,249242540.49692464
2024-11-07,250182998.59209016
2024-11-08,251625709.1100949
2024-11-11,256304888.5656754
2024-11-12,254563330.3212982
2024-11-13,255145062.60390645
2024-11-14,253788473.841107
2024-11-15,250243092.8378498
2024-11-18,249465538.8344744
2024-11-19,249680658.7090229
2024-11-20,250399617.3489109
2024-11-21,254725017.13186458
2024-11-22,258265289.60600492
2024-11-25,262172719.6714623
2024-11-26,258788697.07248205
2024-11-27,258341131.55414632
2024-11-29,259125640.30960783
2024-12-02,260884628.50403935
2024-12-03,259309919.4578414
2024-12-04,259771318.07319993
2024-12-05,257067960.6086936
2024-12-06,258480427.2681452
2024-12-09,256225565.98491016
2024-12-10,255826766.16336933
2024-12-11,257281696.18416822
2024-12-12,254906450.80373624
2024-12-13,253320903.52940232
2024-12-16,253598388.14271525
2024-12-17,251511312.56791514
2024-12-18,242352767.6441973
2024-12-19,241182956.8641522
2024-12-20,241806100.9042392
2024-12-23,241009971.96788377
2024-12-24,242947240.9072276
2024-12-26,243007028.1377764
2024-12-27,240553324.05849254
2024-12-30,239112155.52439177
2024-12-31,239374701.1529292
2025-01-02,238482973.4488001
2025-01-03,239721408.63085178
2025-01-06,241945774.4012526
2025-01-07,240521124.61037192
2025-01-08,240508396.6035249
2025-01-10,236515999.20164803
2025-01-13,236995190.36010802
2025-01-14,239511255.90383294
2025-01-15,244696792.68647876
2025-01-16,247700093.37115037
2025-01-17,249197300.83114246
2025-01-21,252623088.1438199
2025-01-22,253828238.83644384
2025-01-23,253325092.71551272
2025-01-24,252332086.5547251
2025-01-27,248981336.68217403
2025-01-28,251466372.70410272
2025-01-29,250097361.2985389
2025-01-30,252948735.7823175
2025-01-31,249807464.19629455
2025-02-03,245557878.32765648
2025-02-04,247902384.17124155
2025-02-05,250368175.75496602
2025-02-06,251785595.81252956
2025-02-07,248465420.9003934
2025-02-10,249419242.3184924
2025-02-11,248778151.19795635
2025-02-12,245795008.9175373
2025-02-13,248843813.74716395
2025-02-14,250254400.1288192
2025-02-18,252768077.02317172
2025-02-19,251003093.72928265
2025-02-20,248230555.76468632
2025-02-21,240679955.32344282
2025-02-24,239409598.14215535
2025-02-25,237610312.8656146
2025-02-26,233357384.84333217
2025-02-27,228860146.4862403
2025-02-28,231675975.0493537
2025-03-03,227443615.29793185
2025-03-04,224789608.24264938
2025-03-05,226829547.4332907
2025-03-06,222571217.98401302
2025-03-07,223112421.2562301
2025-03-10,218558699.34636217
2025-03-11,218170628.31355724
2025-03-12,218827028.67433593
2025-03-13,215942832.17654917
2025-03-14,219823850.6529911
2025-03-17,221350051.7041484
2025-03-18,219698269.7960861
2025-03-19,221853941.54215586
2025-03-20,221472307.47945714
2025-03-21,221051718.1307512
2025-03-24,223193223.53434178
2025-03-25,223388904.0333315
2025-03-26,222252166.5923919
2025-03-27,221815656.62737548
2025-03-28,220073784.11456075
2025-03-31,220385840.90629733
2025-04-01,220782064.3951728
2025-04-02,221971728.1211324
2025-04-03,217244698.11611262
2025-04-04,218403039.7485758
2025-04-07,217418705.28939483
2025-04-08,211460746.0130775
2025-04-09,229975100.58179602
2025-04-10,221906970.10497677
2025-04-11,220606899.72422814
2025-04-14,223282190.10978177
2025-04-15,222692031.97661835
2025-04-16,219921431.47306392
2025-04-17,224295739.76700824
2025-04-21,219100302.22761527
2025-04-22,225187864.05144936
2025-04-23,228653352.57614067
2025-04-24,236750518.5657499
2025-04-25,237334867.03843132
2025-04-28,237748248.60986018
2025-04-29,239046488.89800104
2025-04-30,240052941.33577973
2025-05-01,240950724.04975247
2025-05-02,246731274.204898
2025-05-05,244679898.49461576
2025-05-06,247575812.66988015
2025-05-07,250826883.65293035
2025-05-08,256027927.98409572
2025-05-09,255595666.16284785
2025-05-12,265932132.7465552
2025-05-13,269297014.4263262
2025-05-14,267771239.871743
2025-05-15,267757281.5804065
2025-05-16,270775687.22103745
2025-05-19,270879560.7699301
2025-05-20,270085117.82827765
2025-05-21,262254431.46205798
2025-05-22,264239369.48674002
2025-05-23,262746603.86221856
2025-05-27,270210115.0771894
2025-05-28,267190914.81987852
2025-05-29,268741454.61724323
2025-05-30,267744704.9576979
2025-06-02,266620576.17056227
2025-06-03,270370961.1997552
2025-06-04,268625917.6554911
2025-06-05,269303039.5052209
2025-06-06,273504326.0005728
2025-06-09,275865276.9127427
2025-06-10,277726618.02718097
2025-06-11,277030680.096658
2025-06-12,275543743.4417142
2025-06-13,269850751.06143445
2025-06-16,275454993.48530936
2025-06-17,272016508.1066731
2025-06-18,273403147.71144646
2025-06-20,274707525.5212871
2025-06-23,280534625.4323145
2025-06-24,290231870.73101544
2025-06-25,288795260.4787096
2025-06-26,292359796.1349009
2025-06-27,292853374.29311556
2025-06-30,291444699.58079296
2025-07-01,295499662.39764905
2025-07-02,301022684.13662744
2025-07-03,304028528.9930759
2025-07-07,300122448.027426
2025-07-08,300830344.7422615
2025-07-09,301751976.0398516
2025-07-10,306294230.82520264
2025-07-11,302353682.9391087
2025-07-14,303953411.75795996
2025-07-15,299693022.8761147
2025-07-16,300925684.48597586
2025-07-17,304195745.17057616
2025-07-18,301518216.83724195
2025-07-21,300491930.2515352
2025-07-22,305594861.69884276
2025-07-23,311353631.34969884
2025-07-24,309479108.6188778
2025-07-25,311404868.6337235
2025-07-28,310825411.3685771
2025-07-29,308557787.5761242
2025-07-30,298663703.0644238
2025-07-31,295725331.54610735
2025-08-01,289359975.2884177
2025-08-04,294477662.587363
2025-08-05,294129167.16461855
2025-08-06,296244332.4833409
2025-08-07,296486256.42698663
2025-08-08,295996727.477063
2025-08-11,296794674.4999796
2025-08-12,305113689.2609622
2025-08-13,309487434.8012144
2025-08-14,306836045.2752714
2025-08-15,304950683.15346813
2025-08-18,305873167.1224032
2025-08-19,305111048.7009328
2025-08-20,302690470.19755244
2025-08-21,302244974.9913066
2025-08-22,311150112.2471481
2025-08-25,310188175.43793315
2025-08-26,311207655.07244945
2025-08-27,310718523.2493547
2025-08-28,311350281.62514454
2025-08-29,308982863.374712
2025-09-02,306491256.24369586
2025-09-03,305563534.909698
2025-09-04,309651601.4083071
2025-09-05,310084973.7766784
2025-09-08,313540636.3848062
2025-09-09,311223034.2403503
2025-09-10,309836935.76327145
2025-09-11,313571960.5822743
2025-09-12,310711359.16668355
2025-09-15,312039390.2149609
2025-09-16,310538429.4250685
2025-09-17,310461795.95991385
2025-09-18,314396810.3639366
2025-09-19,312795103.1110308
2025-09-22,313145818.8824117
2025-09-23,313131444.4322465
2025-09-24,310217021.5536793
2025-09-25,308422691.1924079
2025-09-26,309792830.3344484
2025-09-29,310777129.97624207
2025-09-30,310902915.3331472
2025-10-01,311668342.63353854
2025-10-02,313029339.2210732
2025-10-03,312115734.4207822
2025-10-06,313032874.50196314
2025-10-07,310557585.35434633
2025-10-08,313254369.68527967
2025-10-09,311086092.97394717
2025-10-10,303954926.5408192
2025-10-13,307892877.2253616
2025-10-14,309769197.23886675
2025-10-15,311668833.47655153
2025-10-16,309399510.73440164
2025-10-17,309068757.1481213
2025-10-20,312160311.0270402
2025-10-21,313881929.7660334
2025-10-22,310516863.1332216
2025-10-23,312768154.7707648
2025-10-24,313978038.3769135
2025-10-27,315307006.4008455
2025-10-28,315176477.1933437
2025-10-29,312971226.398801
2025-10-30,310407264.96549445
2025-10-31,311246207.9132743
2025-11-03,311834659.84340745
2025-11-04,309125578.1954711
2025-11-05,311541697.2024081
2025-11-06,309335155.2298978
2025-11-07,313552743.5678334
2025-11-10,315804082.1893317
2025-11-11,315591885.8047939
2025-11-12,316943170.76577383
2025-11-13,313640923.70474756
2025-11-14,312049128.18239594
2025-11-17,309034411.9651944
2025-11-18,309839195.0276959
2025-11-19,311518369.9955016
2025-11-20,307189565.8051601
2025-11-21,313838393.08405995
2025-11-24,317794312.81922907
2025-11-25,326024089.8105505
2025-11-26,326840078.7966672
2025-11-28,328227080.24941087
2025-12-01,325604487.5083881
2025-12-02,327213790.5163245
2025-12-03,331956006.1083522
2025-12-04,332857088.44588214
2025-12-05,333706807.1711816
2025-12-08,332051481.43228865
2025-12-09,332927802.33115894
2025-12-10,339415758.7580873
2025-12-11,341005618.4009579
2025-12-12,336370594.5319707
2025-12-15,334204710.08014107
2025-12-16,334861302.8397767
2025-12-17,330916983.0149638
2025-12-18,332807904.4448125
2025-12-19,334831442.5536467
2025-12-22,336341574.45359313
2025-12-23,338070886.91933376
2025-12-24,337404824.02303636
2025-12-26,337685278.27804077
2025-12-29,335867217.8861783
2025-12-30,333543506.72172534
2025-12-31,328769725.58375067
2026-01-02,332423565.1229845
2026-01-05,337785708.2111662
2026-01-06,341660414.7180014
2026-01-07,338158078.40420425
2026-01-08,339278038.8282153
2026-01-09,342752181.2031032
2026-01-12,343043256.14404905
2026-01-13,342250652.8125324
2026-01-14,341074864.6831283
2026-01-15,345481245.54178613
2026-01-16,345326970.73841065
2026-01-20,339517131.71968496
2026-01-21,346332114.00826544
2026-01-22,346953266.14706063
2026-01-23,342918343.5251578
2026-01-26,341975638.240014
2026-01-27,341796861.2099708
2026-01-28,340284828.0343729
2026-01-29,341114619.0524416
2026-01-30,335895791.4898483
2026-02-02,340235974.49887186
2026-02-03,339924360.3022638
2026-02-04,339769515.6379109
2026-02-05,336603002.96555305
2026-02-06,346049392.2328672
2026-02-09,347108090.9977362
2026-02-10,346812161.3467326
2026-02-11,349274520.52995366
2026-02-12,343149680.54354125
2026-02-13,345912857.07633424
2026-02-17,346175689.37218404
2026-02-18,345434573.6457825
2026-02-19,336013154.5379202
2026-02-20,338789362.36879414
2026-02-23,330706012.3760223
2026-02-24,336293377.0583896
2026-02-25,333671691.1537641
2026-02-26,334208320.0604661
2026-02-27,330281654.74477226
2026-03-02,331794292.6065375
2026-03-03,328309893.52876014
2026-03-04,330182468.08107126
2026-03-05,325379777.1817233
2026-03-06,317032679.7610867
