date,equity
2019-08-01,24190270.476224627
2019-08-02,24073254.279296137
2019-08-05,23436079.447374344
2019-08-06,23716032.558454383
2019-08-07,23641509.82019387
2019-08-08,24114138.344649367
2019-08-09,23920338.55172565
2019-08-12,23461791.980503324
2019-08-13,23738784.83082472
2019-08-14,23042084.31833071
2019-08-15,22997755.986725643
2019-08-16,23436491.796138275
2019-08-19,23630044.65257893
2019-08-20,23493836.30291877
2019-08-21,23687046.411302887
2019-08-22,23670873.24093469
2019-08-23,23081465.51254528
2019-08-26,23220378.56810011
2019-08-27,23057088.67647305
2019-08-28,23227590.109071065
2019-08-29,23498449.452785403
2019-08-30,23548361.498993155
2019-09-03,23278511.9941194
2019-09-04,23468694.90131973
2019-09-05,23747491.668750405
2019-09-06,23725424.4198694
2019-09-09,24018451.80781421
2019-09-10,24077396.196559403
2019-09-11,24334649.239319824
2019-09-12,24317970.920517743
2019-09-13,24339108.70428786
2019-09-16,24416057.74467487
2019-09-17,24428432.93849818
2019-09-18,24370321.85238081
2019-09-19,24324347.28884693
2019-09-20,24236450.39534432
2019-09-23,24264770.1656612
2019-09-24,24056107.604662094
2019-09-25,24198068.08280753
2019-09-26,24064649.58353092
2019-09-27,23873227.704690743
2019-09-30,23972350.10471058
2019-10-01,23598690.77972516
2019-10-02,23265297.187362656
2019-10-03,23442903.67702325
2019-10-04,23661646.12642612
2019-10-07,23580430.44170534
2019-10-08,23116749.46317457
2019-10-09,23325438.917495664
2019-10-10,23496450.53996613
2019-10-11,23903866.75443152
2019-10-14,23838791.82535811
2019-10-15,24073052.184697587
2019-10-16,24059380.446388848
2019-10-17,24230655.91838787
